name,salary_from,salary_to,salary_currency,area_name,published_at
"Дежурный системный администратор (график 2/2, удаленная работа)",85000.0,85000.0,RUR,Москва,2022-12-26T17:42:56+0300
Графический дизайнер,35000.0,,RUR,Воронеж,2022-12-26T12:53:54+0300
Начальник отдела дизайна и допечатной подготовки,110000.0,150000.0,RUR,Москва,2022-12-26T16:31:10+0300
Главный механик / Начальник Автоколонны / Технический директор,120000.0,200000.0,RUR,Москва,2022-12-26T14:51:09+0300
Android (Flutter) Программист разработчик,35000.0,80000.0,RUR,Ростов-на-Дону,2022-12-26T14:04:15+0300
Системный администратор,,70000.0,RUR,Томск,2022-12-26T15:34:14+0300
Frontend-разработчик на Vue.js,,,,Москва,2022-12-26T13:38:35+0300
Начинающий инженер-программист,,83795.0,RUR,Уфа,2022-12-26T12:42:21+0300
Middle разработчик Python / Django,60000.0,140000.0,RUR,Москва,2022-12-26T15:01:03+0300
Системный администратор,,10000.0,RUR,Челябинск,2022-12-26T14:07:05+0300
Дизайнер/designer (маркетплейсы),,,,Москва,2022-12-26T17:51:01+0300
Руководитель проекта (дорожное строительство),200000.0,,RUR,Симферополь,2022-12-26T16:13:37+0300
IT-специалист/помощник системного администратора,60000.0,85000.0,RUR,Москва,2022-12-26T16:37:51+0300
Главный механик,80000.0,,RUR,Елабуга,2022-12-26T14:43:50+0300
Full-stack web developer (middle),,,,Минск,2022-12-26T15:31:20+0300
Дизайнер интерьеров,90000.0,140000.0,RUR,Санкт-Петербург,2022-12-26T12:24:42+0300
Frontend-разработчик,,,,Москва,2022-12-26T13:38:45+0300
Графический дизайнер,90000.0,,RUR,Москва,2022-12-26T13:56:54+0300
Сотрудник технического отдела на автомобиле компании,84000.0,,RUR,Подольск (Московская область),2022-12-26T15:47:44+0300
Front-End разработчик,,,,Санкт-Петербург,2022-12-26T17:25:52+0300
Специалист технической поддержки (1-я линия),,,,Москва,2022-12-26T12:44:27+0300
Начальник участка ТО,100000.0,100000.0,RUR,Кемерово,2022-12-26T14:02:50+0300
Системный администратор,8500.0,,RUR,Саратов,2022-12-26T16:48:45+0300
Специалист технической поддержки в IT отдел,,,,Москва,2022-12-26T12:24:56+0300
"Менеджер продукта (B2С-банк, Ozon Fintech)",,,,Москва,2022-12-26T15:48:55+0300
Web-мастер / Разработчик web сайтов,,,,Москва,2022-12-26T12:18:28+0300
Руководитель по открытию и управлению мультибрендовым (монобрендовым) Дилерским центром,,,,Самарканд,2022-12-26T14:41:45+0300
Системный администратор TLT-ENG,50000.0,70000.0,RUR,Тольятти,2022-12-26T15:54:29+0300
Tech support / инженер технической поддержки,80000.0,,RUR,Тюмень,2022-12-26T13:04:21+0300
Механик,40000.0,50000.0,RUR,Ульяновск,2022-12-26T14:44:20+0300
Контент-менеджер,40000.0,100000.0,RUR,Мурманск,2022-12-26T14:20:29+0300
Руководитель департамента казначейских операций,,100000.0,RUR,Санкт-Петербург,2022-12-26T14:58:09+0300
Технический писатель,,180000.0,RUR,Москва,2022-12-26T16:54:16+0300
"Менеджер продукта (B2С-банк, Ozon Fintech)",,,,Санкт-Петербург,2022-12-26T15:48:55+0300
Специалист технической поддержки и мониторинга,,,,Санкт-Петербург,2022-12-26T17:57:28+0300
Аналитик,65000.0,,RUR,Москва,2022-12-26T14:53:09+0300
Продакт-менеджер (Анестезиология и Реанимация),,,,Москва,2022-12-26T17:29:42+0300
Графический дизайнер,180000.0,200000.0,KZT,Астана,2022-12-26T14:04:26+0300
Контент-менеджер с функциями фотографа,50000.0,,RUR,Москва,2022-12-26T13:02:46+0300
Тестировщик ПО,,,,Санкт-Петербург,2022-12-26T17:44:27+0300
Frontend-разработчик/HTML-верстальщик,45000.0,80000.0,RUR,Волгоград,2022-12-26T12:15:49+0300
Графический дизайнер,,,,Санкт-Петербург,2022-12-26T12:49:50+0300
Руководитель проектов,,,,Москва,2022-12-26T15:02:48+0300
Дизайнер (Моушн дизайнер),25000.0,45000.0,RUR,Уфа,2022-12-26T12:25:55+0300
Аналитик (по работе с облачными базами данных),35000.0,75000.0,RUR,Казань,2022-12-26T12:55:15+0300
Специалист по информационным технологиям,80000.0,,RUR,Вышний Волочек,2022-12-26T13:57:50+0300
Дизайнер,1300.0,,BYR,Минск,2022-12-26T15:27:29+0300
Менеджер IT-проектов,50000.0,100000.0,RUR,Самара,2022-12-26T14:39:14+0300
Аналитик отдела ценообразования,55000.0,,RUR,Санкт-Петербург,2022-12-26T16:04:23+0300
Помощник PM,,,,Минск,2022-12-26T12:38:46+0300
SMM-Копирайтер (удаленно),60000.0,80000.0,RUR,Санкт-Петербург,2022-12-26T16:13:22+0300
Веб-дизайнер,66000.0,66000.0,RUR,Москва,2022-12-26T17:52:18+0300
Тестировщик CRM,140000.0,,RUR,Москва,2022-12-26T16:53:27+0300
Системный администратор,,,,Алматы,2022-12-26T15:51:37+0300
Руководитель отдела поддержки информационных систем,,,,Москва,2022-12-26T15:20:23+0300
Дизайнер,40000.0,,RUR,Нижний Новгород,2022-12-26T13:52:58+0300
Младший программист 1С (Junior),,50000.0,RUR,Санкт-Петербург,2022-12-26T17:34:43+0300
Копирайтер (каз.),300000.0,,KZT,Астана,2022-12-26T12:14:46+0300
Начальник отдела управления проектами,,,,Москва,2022-12-26T12:35:32+0300
Аналитик,1900.0,2300.0,BYR,Минск,2022-12-26T17:33:01+0300
Копирайтер / Контент-менеджер на маркетплейс,25000.0,,RUR,Уфа,2022-12-26T17:35:18+0300
Администратор вычислительной сети,110000.0,,RUR,Красногорск,2022-12-26T12:43:29+0300
Project Manager (внутренние проекты),80000.0,120000.0,RUR,Москва,2022-12-26T14:14:38+0300
Оператор станков с ЧПУ,90000.0,130000.0,RUR,Пенза,2022-12-26T14:45:49+0300
Сборщик-тестировщик (собственное производство),,,,Москва,2022-12-26T13:05:16+0300
Тестировщик ПО,100000.0,,RUR,Москва,2022-12-26T12:38:55+0300
Руководитель проектов,200000.0,900000.0,RUR,Москва,2022-12-26T13:54:54+0300
Главный специалист отдела информационных технологий,168000.0,,RUR,Москва,2022-12-26T14:12:18+0300
Frontend developer (middle/senior),,,,Москва,2022-12-26T14:54:01+0300
Веб разработчик / Web developer,,,,Москва,2022-12-26T14:44:14+0300
Инженер технической поддержки,,,,Москва,2022-12-26T17:46:18+0300
Копирайтер (удаленно),1000.0,,EUR,Сербия,2022-12-26T17:57:31+0300
Специалист отдела технической поддержки со знанием английского языка,55000.0,65000.0,RUR,Москва,2022-12-26T15:13:31+0300
Директор по продажам (корма для домашних животных),150000.0,250000.0,RUR,Санкт-Петербург,2022-12-26T13:05:58+0300
Руководитель проекта внедрения информационной системы,200000.0,,RUR,Санкт-Петербург,2022-12-26T14:53:41+0300
Дизайнер,35000.0,40000.0,RUR,Кемерово,2022-12-26T16:20:27+0300
"Техник, Москва",66000.0,85000.0,RUR,Москва,2022-12-26T13:39:40+0300
Программист-стажер,30000.0,30000.0,RUR,Томск,2022-12-26T14:06:34+0300
Начальник отдела информационных технологий,70000.0,,RUR,Владикавказ,2022-12-26T14:39:47+0300
Контролер видеокамер,20000.0,40000.0,RUR,Армавир,2022-12-26T13:53:40+0300
Ученик инженера / Ресторанный техник,75000.0,,RUR,Москва,2022-12-26T13:20:03+0300
Оператор технической поддержки в социальных сетях,45000.0,,RUR,Санкт-Петербург,2022-12-26T17:28:08+0300
Аналитик данных по обучению,,,,Москва,2022-12-26T14:08:28+0300
Оператор Логистической Транспортной Компании (удаленно),27000.0,32000.0,RUR,Уфа,2022-12-26T12:48:17+0300
Data scientist,150000.0,300000.0,RUR,Москва,2022-12-26T14:29:10+0300
Главный системный аналитик на проект развития Дубая,,,,Москва,2022-12-26T12:20:18+0300
Специалист технической поддержки,75000.0,75000.0,RUR,Санкт-Петербург,2022-12-26T12:38:50+0300
Инженер-механик по системам очистки,189000.0,,RUR,Когалым,2022-12-26T15:04:04+0300
Технический специалист,100000.0,,RUR,Санкт-Петербург,2022-12-26T14:48:13+0300
Frontend-разработчик,30000.0,50000.0,RUR,Чебоксары,2022-12-26T15:12:18+0300
IOS разработчик,60000.0,,RUR,Ростов-на-Дону,2022-12-26T15:29:33+0300
Администратор сайта/ маркетолог,80000.0,100000.0,RUR,Красногорск,2022-12-26T13:38:38+0300
Начальник автоколонны (руководитель проекта),80000.0,80000.0,RUR,Москва,2022-12-26T17:05:38+0300
Специалист службы технической поддержки,80000.0,,RUR,Санкт-Петербург,2022-12-26T12:16:25+0300
Data Partner,,,,Алматы,2022-12-26T13:31:39+0300
Менеджер проектов (удаленно),55000.0,85000.0,RUR,Москва,2022-12-26T14:28:22+0300
